OfferId,Outlet Name,Address line 1,Address line 2,Town/city,County,Postcode,Phone  ,Website,Description,Disabled access,ClaimCode,BookingInstructions1,BookingInstructions2,BookingInstructions3,BookingInstructions4,BookingInstructions5,BookingInstructions6,BookingInstructions7,CategoryKey
65,Adventure Golf Island,Fife Leisure Park,Whimbrel Place,Dunfermline,Fife,KY11 8EX,01383 737 152,www.adventure-golf-island.com,Advanced booking is required. All Group admittances are at the discretion of the venue. Excludes bank holidays and at managers discretion. 2 games for the price of 1,YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
66,Llangollen Motor Museum,Pentrefelin,,Llangollen,Denbighshire,LL20 8EE,01978 860 324,www.llangollenmotormuseum.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 open March to October,YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Historic
67,Dinosaur Safari Adventure Golf,A1 Golf Driving Range,Rowley Lane,Arkley,London,EN5 3HW,0208 449 4397,www.dinosaursafari.co.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2-4-1 One entry free with one full paying adult, exclusions dates - 28/03/2015 to 12/04/2015 and 25/7/2015 to 05/09/2015",YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
68,Lightwater Valley,North Stainley,,Ripon,North Yorkshire,HG4 3HT,01765 635 321,www.lightwatervalley.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 tickets on our pay on the day over 1 metre tickets (usually œ28 per person) Valid from 28 March 2015 - 1 November 2015 - See website for opening dates,YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Daysoutgen
69,Beaver Water World,Waylands Farm,,Approach Road,Tatsfield,TN16 2JT,01959 577 747,www.beaverwaterworld.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 1 free child with a full paying adult,YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
70,Athelhampton House & Gardens,Athelhampton,,Dorchester,Dorset,DT2 7LG,01305 848363,www.athelhampton.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on any tickets. Please check opening times - Mon to Thursday.,YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Historic
71,The Ghost Bus Tours - London,Northumberland Avenue (Outside The Grand Hotel),,,London,WC2 N5BY,0844 5678666,www.theghostbustour.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusions dates:  02/05/2015 to 30/09/2015 & 24/10/2015 to 2/11/2015. Also 24, 25, 26/12/2015 & 31/12/2015 & 01/01/2016. Excludes every Saturday + all 9pm shows during the week & 01/10/2015 to 01/05/2015 Saturdays + all 7:30pm shows during the week.",YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Daysoutgen
72,The Ghost Bus Tours - York,"Bus Stop by York Station, The South Side of the Royal York Hotel on Station Road",,York,North Yorkshire,YO24 1AB,0844 567 8666,www.theghostbustour.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusion dates: 24, 25, 26/12/2015 & 31/12/2015, 01/01/2016 - All Saturdays and From 24/10 to 02/11/2015 throughout the year.",YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Daysoutgen
73,The Ghost Bus Tours - Edinburgh,"Chambers Street,
Bus Stop by the National Museum of Scotland",,Edinburgh,Midlothian ,EH1 1JF,0844 567 8666,www.theghostbustour.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusion dates: 24, 25, 26/12/2015 & 31/12/2015, 01/01/2016 - All Saturdays and From 24/10 to 02/11/2015 throughout the year. Please note: During the month of August, tour leaves from Waverley Bridge, EH11BB",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Daysoutgen
74,Chiltern Open Air Museum,Newland Park,Gorelands Lane,Chalfont St Giles,Buckinghamshire,HP8 4AB,01494 871 117,www.coam.org.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. Cheapest Entry Free. Valid 28th March until 29th October. not valid for group entry,YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Historic
75,The London Time Tour,Northumberland Avenue,Outside The Grand Hotel,,London,WC2N 5BY,0844 3187 655,www.timetour.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue.,NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Daysoutgen
76,Sulgrave Manor,Manor Road,Sulgrave,Banbury,Oxfordshire,OX17 2SD,01295 760 205,www.sulgravemanor.org.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. Not applicable for pre-booked groups, school parties and ticketed events. Not to be used with any other offer. Disabled access is to site and downstairs of house only.",YES - Partial,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Historic
77,Chard Museum & Heritage Centre,Godworthy House,High Street,Chard,Somerset,TA20 1QB,01460 65091,www.chardmuseum.co.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. Open Easter to October, Four buildings House displays and artefacts of local and national interest, many unique to chard.",YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Historic
78,Fort Paull,Battery Road,,Paull,East Yorkshire,HU12 8FP,01482 896 236,www.fortpaull.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 1 child free with every paying adult,Yes but limited,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Historic
79,Elephant Playbarn,Mundesley Road,,Knapton,Norfolk,NR28 0AD,01263 721 080,www.elephantplaybarn.mobi,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 children play for the price of 1. (1-7yrs) Prior booking in advance is required.,YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
80,Maryport Maritime Museum Heritage Ltd,1 Senhouse Street,,Maryport,Cumbria,CA15  6AB,01900 813 738,www.maryportmaritimemuseum.btck.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on entry,NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Historic
81,The Judge's Lodging,Broad Street,,Presteigne,Powys,LD8 2AD,01544 260 650,www.judgeslodging.org.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 (open 1 march - 22 December 2015),YES - Partial,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Historic
82,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix, cheapest Free on Kayak Hire.",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
83,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix, cheapest Free on Stand up Paddleboard",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
84,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix, cheapest Free on Water Zorbing.",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
85,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix, cheapest Free on Sailing.",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
86,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix, cheapest Free, have a go at a Climbing Lesson",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
87,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix, cheapest Free, have a go at a Skiing Lesson",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
88,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix, cheapest Free, have a go at a Snowboarding Lesson",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
89,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix, cheapest Free, have a go at a Tobogganing Lesson",NO,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Action
90,Solent Sky Museum,Albert Road South,,Southampton,Hampshire,SO14 3FR,02380 635 830,www.solontskymuseum.org,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Tickets, 2 Adults for Price of 1 - œ13.00 (œ6.50)",YES,,1. Check your venue's location,2. Claim your chosen reward,3. Print Voucher,"4. Book your visit, either online or by giving your chosen venue a call",5. Hand in your voucher upon arrival,,,Daysoutgen
