OfferId,Outlet Name,Address line 1,Address line 2,Town/city,County,Postcode,Phone  ,Website,Description,Disabled access,ClaimCode,BookingInstructions,CategoryKey,
71,Athelhampton House & Gardens,Athelhampton,,Dorchester,Dorset,DT2 7LG,01305 848363,www.athelhampton.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on any tickets. Please check opening times - Mon to Thursday.,YES,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on any tickets. Please check opening times - Mon to Thursday.,,
72,The Ghost Bus Tours - London,Northumberland Avenue (Outside The Grand Hotel),,,London,WC2 N5BY,0844 5678666,www.theghostbustour.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusions dates: 

02/05/2015 to 30/09/2015 & 24/10/2015 to 2/11/2015.

Also 24, 25, 26/12/2015 & 31/12/2015 & 01/01/2016. Excludes every Saturday + all 9pm shows during the week & 01/10/2015 to 01/05/2015 Saturdays + all 7:30pm shows during the week.",YES,,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusions dates: 

02/05/2015 to 30/09/2015 & 24/10/2015 to 2/11/2015.

Also 24, 25, 26/12/2015 & 31/12/2015 & 01/01/2016. Excludes every Saturday + all 9pm shows during the week & 01/10/2015 to 01/05/2015 Saturdays + all 7:30pm shows during the week.",,
73,The Ghost Bus Tours - York,"Bus Stop by York Station, The South Side of the Royal York Hotel on Station Road",,York,North Yorkshire,YO24 1AB,0844 567 8666,www.theghostbustour.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusion dates: 24, 25, 26/12/2015 & 31/12/2015, 01/01/2016 - All Saturdays and From 24/10 to 02/11/2015 throughout the year.",YES,,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusion dates: 24, 25, 26/12/2015 & 31/12/2015, 01/01/2016 - All Saturdays and From 24/10 to 02/11/2015 throughout the year.",,
74,The Ghost Bus Tours - Edinburgh,"Chambers Street,
Bus Stop by the National Museum of Scotland",,Edinburgh,Midlothian ,EH1 1JF,0844 567 8666,www.theghostbustour.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusion dates: 24, 25, 26/12/2015 & 31/12/2015, 01/01/2016 - All Saturdays and From 24/10 to 02/11/2015 throughout the year. Please note: During the month of August, tour leaves from Waverley Bridge, EH11BB",NO,,"Advanced booking is required. All Group admittances are at the discretion of the venue. Exclusion dates: 24, 25, 26/12/2015 & 31/12/2015, 01/01/2016 - All Saturdays and From 24/10 to 02/11/2015 throughout the year. Please note: During the month of August, tour leaves from Waverley Bridge, EH11BB",,
75,Chiltern Open Air Museum,Newland Park,Gorelands Lane,Chalfont St Giles,Buckinghamshire,HP8 4AB,01494 871 117,www.coam.org.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. Cheapest Entry Free. Valid 28th March until 29th October. not valid for group entry,YES,,Advanced booking is required. All Group admittances are at the discretion of the venue. Cheapest Entry Free. Valid 28th March until 29th October. not valid for group entry,,
76,The London Time Tour,Northumberland Avenue,Outside The Grand Hotel,,London,WC2N 5BY,0844 3187 655,www.timetour.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. ,NO,,Advanced booking is required. All Group admittances are at the discretion of the venue. ,,
77,Sulgrave Manor,Manor Road,Sulgrave,Banbury,Oxfordshire,OX17 2SD,01295 760 205,www.sulgravemanor.org.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on general public open days and events days. NOT Valid for ticketed events.,YES - Partial,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on general public open days and events days. NOT Valid for ticketed events.,,
78,Chard Museum & Heritage Centre,Godworthy House,High Street,Chard,Somerset,TA20 1QB,01460 65091,www.chardmuseum.co.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. Open Easter to October, Four buildings House displays and artefacts of local and national interest, many unique to chard.",YES,,"Advanced booking is required. All Group admittances are at the discretion of the venue. Open Easter to October, Four buildings House displays and artefacts of local and national interest, many unique to chard.",,
79,Fort Paull,Battery Road,,Paull,East Yorkshire,HU12 8FP,01482 896 236,www.fortpaull.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 1 child free with every paying adult,Yes but limited,,Advanced booking is required. All Group admittances are at the discretion of the venue. 1 child free with every paying adult,,
80,Elephant Playbarn,Mundesley Road,,Knapton,Norfolk,NR28 0AD,01263 721 080,www.elephantplaybarn.mobi,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 children play for the price of 1. (1-7yrs) Prior booking in advance is required.,YES,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 children play for the price of 1. (1-7yrs) Prior booking in advance is required.,,
81,C.M. Booth Collection at Historic Vehicles,"Falstaff Antiques,
63-67 High Street",,Rolvenden,Kent,TN17 4LP,01580 241 234,www.morganmuseum.org.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 or 1 Adult paying 1 Child Free,NO,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 or 1 Adult paying 1 Child Free,,
82,Maryport Maritime Museum Heritage Ltd,1 Senhouse Street,,Maryport,Cumbria,CA15  6AB,01900 813 738,www.maryportmaritimemuseum.btck.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on entry,NO,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on entry,,
83,The Judge's Lodging,Broad Street,,Presteigne,Powys,LD8 2AD,01544 260 650,www.judgeslodging.org.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 (open 1 march - 22 December 2015),YES - Partial,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 (open 1 march - 22 December 2015),,
84,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free on KAYAK HIRE,NO,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free on KAYAK HIRE,,
85,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free on STANDUP PADDLEBOARD,NO,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free on STANDUP PADDLEBOARD,,
86,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free on WATER ZORBING,NO,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free on WATER ZORBING,,
87,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free on SAILING,NO,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free on SAILING,,
88,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free, have a go at a Climbing Lesson",NO,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free, have a go at a Climbing Lesson",,
89,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free, have a go at a Skiing Lesson",NO,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free, have a go at a Skiing Lesson",,
90,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free, have a go at a Snowboarding Lesson",NO,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free, have a go at a Snowboarding Lesson",,
91,Tallington Lakes Leisure Park,Barholm Road,,Tallington,Lincolnshire,PE9 4RJ,01778 347 000,www.tallington.com,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free, have a go at a Tobogganing Lesson",NO,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Adult +Junior mix cheapest Free, have a go at a Tobogganing Lesson",,
92,Solent Sky Museum,Albert Road South,,Southampton,Hampshire,SO14 3FR,02380 635 830,www.solontskymuseum.org,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Tickets, 2 Adults for Price of 1 - �13.00 (�6.50)",YES,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 Tickets, 2 Adults for Price of 1 - �13.00 (�6.50)",,
93,Little Sports Stars,Alexandra Recreation Ground,,Surbiton,Greater London�,KT5 9BE,07722 334 864,www.little-sports-stars.co.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. Booking in advance is VITAL! Send email to: stars@little-sports-stars.co.uk for booking and all queries.
Only accept bookings in this way. Only valid on classes. Discounts on Parties also if mentioning this promo.",YES,,"Advanced booking is required. All Group admittances are at the discretion of the venue. Booking in advance is VITAL! Send email to: stars@little-sports-stars.co.uk for booking and all queries.
Only accept bookings in this way. Only valid on classes. Discounts on Parties also if mentioning this promo.",,
94,Little Sports Stars,Ashtead Common,,Ashtead�,Surrey,KT21 1AG,07722 334 864,www.little-sports-stars.co.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. Booking in advance is VITAL! Send email to: stars@little-sports-stars.co.uk for booking and all queries.
Only accept bookings in this way. Only valid on classes. Discounts on Parties also if mentioning this promo.",YES,,"Advanced booking is required. All Group admittances are at the discretion of the venue. Booking in advance is VITAL! Send email to: stars@little-sports-stars.co.uk for booking and all queries.
Only accept bookings in this way. Only valid on classes. Discounts on Parties also if mentioning this promo.",,
